episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
332,830.0,591,201156,0.1,0.1037661548250833,916.9765366590004,True,False
333,930.0,624,201780,0.1,0.13810792203562763,919.6001807570005,True,False
334,710.0,514,202294,0.1,0.11972950235940516,921.8140517950001,True,False
335,2470.0,1045,203339,0.1,0.11512308145634173,926.9105313599998,True,False
336,750.0,678,204017,0.1,0.12995881151188823,929.7912536119998,True,False
337,610.0,546,204563,0.1,0.10172700920306585,932.1551279070004,True,False
338,340.0,409,204972,0.1,0.12312336515599084,933.9862240830003,True,False
339,610.0,530,205502,0.1,0.1146344690668312,936.6989269270002,True,False
340,640.0,649,206151,0.1,0.13191481059946028,939.8838449520003,True,False
341,1090.0,873,207024,0.1,0.12009154469387172,943.4825109500002,True,False
342,2010.0,930,207954,0.1,0.12483556185656323,947.3589130129999,True,False
343,520.0,513,208467,0.1,0.1328651512012584,950.2462843030003,True,False
344,690.0,519,208986,0.1,0.12501481052201527,952.6853534839997,True,False
345,1010.0,616,209602,0.1,0.11148880066519434,955.2416915449999,True,False
346,1220.0,904,210506,0.1,0.12167193696100627,958.9161885360004,True,False
347,970.0,830,211336,0.1,0.1291279445330684,962.9206143340002,True,False
348,380.0,472,211808,0.1,0.09339714310747588,965.2027674830001,True,False
349,230.0,347,212155,0.1,0.12414509766236988,966.6933399820005,True,False
350,870.0,641,212796,0.1,0.11650440264608919,969.2972806780003,True,False
351,910.0,701,213497,0.1,0.10904005532818181,974.0790175670004,True,False
352,890.0,629,214126,0.1,0.09992062124856718,977.3102705040005,True,False
353,1790.0,961,215087,0.1,0.10563129109796136,981.2755052080006,True,False
354,1010.0,672,215759,0.1,0.1268628052812779,984.0797114780003,True,False
355,1050.0,650,216409,0.1,0.11157951376006647,986.8735851120005,True,False
356,1040.0,970,217379,0.1,0.11784936814792146,991.5429590710005,True,False
357,740.0,489,217868,0.1,0.1195854667301585,993.6127928769997,True,False
358,340.0,466,218334,0.1,0.12383704021540952,995.6536964279999,True,False
359,730.0,599,218933,0.1,0.13250198642412822,998.1867485420003,True,False
360,320.0,390,219323,0.1,0.13336899765219884,1000.0185253690001,True,False
361,830.0,854,220177,0.1,0.113489040721939,1004.2316812490003,True,False
362,1460.0,1164,221341,0.1,0.13382801147261025,1008.9384262180006,True,False
363,470.0,514,221855,0.1,0.12770947732497007,1011.0525093339998,True,False
364,400.0,417,222272,0.1,0.10874819885052386,1013.0707367750006,True,False
365,300.0,343,222615,0.1,0.1254826520295704,1015.2893957460005,True,False
366,560.0,474,223089,0.1,0.11464689481032997,1017.3307153310002,True,False
367,690.0,593,223682,0.1,0.116690019346975,1019.8318929900001,True,False
368,1460.0,609,224291,0.1,0.10922575168507664,1022.529645698,True,False
369,410.0,458,224749,0.1,0.14477741431606853,1024.452268437,True,False
370,650.0,576,225325,0.1,0.12763132674929997,1027.344667535,True,False
371,360.0,462,225787,0.1,0.13094500497631403,1029.6249079980003,True,False
372,510.0,538,226325,0.1,0.12793840961875738,1031.821729457,True,False
373,1000.0,618,226943,0.1,0.12824092201840182,1034.3907083690005,True,False
374,1390.0,691,227634,0.1,0.121826810891487,1037.2829744309997,True,False
375,600.0,558,228192,0.1,0.12426482194236346,1040.1431990610004,True,False
376,630.0,479,228671,0.1,0.10504767076433205,1045.1150407460004,True,False
377,370.0,325,228996,0.1,0.13177298443255628,1046.5300291119997,True,False
378,460.0,408,229404,0.1,0.11518095479365073,1048.2891621100002,True,False
379,440.0,456,229860,0.1,0.10690592629671619,1050.2732509520006,True,False
380,510.0,553,230413,0.1,0.11161028335302853,1053.135486175,True,False
381,420.0,412,230825,0.1,0.111619935832122,1055.2788352660004,True,False
382,470.0,414,231239,0.1,0.12489356950504109,1057.103444897,True,False
383,430.0,490,231729,0.1,0.11862086332062395,1059.1641028230001,True,False
384,910.0,643,232372,0.1,0.12620263535136023,1061.7717544230004,True,False
